State,District,City,Latitude,Longitude,Population,Area (in km^2),Pop_Density_per_sqkm,Trip Focus,PT_route_km_est,Coverage_km_per_km2,Accessibility_500m_pct,Avg_Trip_km_est,Fare_per_km_INR,Pct_Income_Spent_on_PT_monthly,Ridership_bus_per_day,Ridership_metro_per_day,Ridership_ipt_per_day,Frequency_score,Affordability_score,Integration_score,Reliability_score,NMT_score,City_Score,Recommended_PT_System,Recommended_PT_Reason
Bihar,Saran,Chapra (Nagar Parishad),25.78,84.71,202352,0,0,Short Trips (IPT/Bus Focus),4.511,0,6.76,6.11,2.08,7.044,80941,4007,106397,86.7,89.6,18.5,13.3,100,58.96,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 202,352, density 0.0, NA% short trips, and NA% medium trips."
Bihar,Vaishali,Hajipur (Nagar Parishad),25.68,85.22,147688,20,7384.4,Short Trips (IPT/Bus Focus),15.547,0.7774,9.62,5.38,2.47,5.961,58632,2954,65337,76.5,87.6,20.3,23.5,100,77.82,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 147,688, density 7384.4, NA% short trips, and NA% medium trips."
Bihar,Begusarai,Begusarai,25.42,86.13,252008,224,1125.04,Short Trips (IPT/Bus Focus),86.716,0.3871,10.98,5.7,2.3,6.241,99442,6603,117436,100,88.5,21.3,0,100,80.4,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 252,008, density 1125.04, NA% short trips, and NA% medium trips."
Bihar,Bhagalpur,Bhagalpur,25.25,86.99,400146,342,1170.02,Short Trips (IPT/Bus Focus),171.062,0.5002,10.96,6.51,2.04,6.053,149815,24169,207596,100,89.8,21.8,0,100,80.65,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 400,146, density 1170.02, NA% short trips, and NA% medium trips."
Bihar,Munger,Munger,25.38,86.47,213303,259,823.56,Short Trips (IPT/Bus Focus),108.6,0.4193,8.87,6.83,2.01,5.58,81695,4138,109723,100,90,19.3,0,100,80.43,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 213,303, density 823.56, NA% short trips, and NA% medium trips."
Bihar,Munger,Jamalpur (Nagar Parishad),0,0,105434,0,0,Short Trips (IPT/Bus Focus),4.461,0,11.95,6.95,1.86,6.645,35784,2130,56238,43.8,90.7,20,56.2,100,54.98,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 105,434, density 0.0, NA% short trips, and NA% medium trips."
Bihar,Nalanda,Biharsharif,25.18,85.52,297268,152.94,1943.69,Short Trips (IPT/Bus Focus),63.809,0.4172,11.34,5.88,2.16,6.981,127647,9929,151666,100,89.2,23,0,100,80.68,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 297,268, density 1943.69, NA% short trips, and NA% medium trips."
Bihar,Patna,Dinapur Nizamat (Nagar Parishad),25.63,85.05,182429,0,0,Short Trips (IPT/Bus Focus),4.569,0,10.36,5.96,2.13,7.109,67097,3612,100810,67.1,89.4,19.8,32.9,100,57.1,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 182,429, density 0.0, NA% short trips, and NA% medium trips."
Bihar,Patna,Patna,25.61,85.16,1684297,99,17013.1,Long Trips (Metro/BRT Focus),92.181,0.9311,29.6,8.17,1.73,5.21,1293203,99037,318332,100,91.4,47.3,0,100,83.44,Bus + BRT/Trolley + IPT (plan Metro/LRT corridors),"Based on population 1,684,297, density 17013.1, NA% short trips, and NA% medium trips."
Bihar,Bhojpur,Arrah,25.56,84.66,261430,191,1368.74,Short Trips (IPT/Bus Focus),61.839,0.3238,8.84,6.77,1.92,6.561,98455,5124,123656,100,90.4,19.1,0,100,80.47,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 261,430, density 1368.74, NA% short trips, and NA% medium trips."
Bihar,Buxar,Buxar (Nagar Parishad),25.56,83.98,102861,0,0,Short Trips (IPT/Bus Focus),4.374,0,9.45,6.56,2,6.293,35981,2798,48406,29.2,90,18.9,70.8,100,53.31,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 102,861, density 0.0, NA% short trips, and NA% medium trips."
Bihar,Rohtas,Sasaram (Nagar Parishad),24.95,84.03,147408,0,0,Short Trips (IPT/Bus Focus),4.78,0,9.04,6.01,2.18,6.34,54895,5513,80219,50.7,89.1,19.7,49.3,100,55.4,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 147,408, density 0.0, NA% short trips, and NA% medium trips."
Bihar,Rohtas,Dehri (Nagar Parishad),24.91,84.18,137231,0,0,Short Trips (IPT/Bus Focus),6.497,0,8.96,5.91,2.25,6.05,52450,2525,65349,47,88.8,19.3,53,100,54.95,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 137,231, density 0.0, NA% short trips, and NA% medium trips."
Bihar,Aurangabad,Aurangabad (Nagar Parishad),24.7,84.35,102244,1420,72,Short Trips (IPT/Bus Focus),484.754,0.3414,10.77,6.53,1.99,6.49,38607,3844,50468,46.3,90,21,53.7,100,75.23,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 102,244, density 72.0, NA% short trips, and NA% medium trips."
Bihar,Gaya,Gaya,24.78,84.98,474093,0,0,Short Trips (IPT/Bus Focus),4.229,0,13.42,5.92,2.28,5.748,134737,9861,245106,100,88.6,19.1,0,100,60.2,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 474,093, density 0.0, NA% short trips, and NA% medium trips."
Bihar,Jehanabad,Jehanabad (Nagar Parishad),25.21,84.98,103202,0,0,Short Trips (IPT/Bus Focus),6.092,0,10.98,6.01,2.15,6.662,41033,2064,46647,39.1,89.2,21.2,60.9,100,54.41,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 103,202, density 0.0, NA% short trips, and NA% medium trips."
Sikkim,East District,Gangtok,27.34,88.61,100286,563,178.13,Short Trips (IPT/Bus Focus),17.53,0.0311,12.12,5.99,2.34,5.277,38771,1925,45229,33.2,88.3,21.6,66.8,100,66.16,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 100,286, density 178.13, NA% short trips, and NA% medium trips."
Nagaland,Dimapur,Dimapur,25.91,93.73,122834,121,1015.16,Short Trips (IPT/Bus Focus),54.105,0.4471,9.06,6.63,1.99,6.139,48863,7517,58641,100,90,21.3,0,100,80.63,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 122,834, density 1015.16, NA% short trips, and NA% medium trips."
Manipur,Imphal West,Imphal,24.81,93.95,193459,0,0,Short Trips (IPT/Bus Focus),4.777,0,7.88,6.95,1.83,7.078,80131,8744,92319,100,90.8,20.6,0,100,60.68,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 193,459, density 0.0, NA% short trips, and NA% medium trips."
Mizoram,Aizawl,Aizawl,23.73,92.72,293416,457,642.05,Short Trips (IPT/Bus Focus),193.235,0.4228,10.7,6.51,1.94,7.229,119714,5810,139138,100,90.3,21.4,0,100,80.68,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 293,416, density 642.05, NA% short trips, and NA% medium trips."
Tripura,West Tripura,Agartala,23.83,91.28,400004,76.504,5228.54,Short Trips (IPT/Bus Focus),18.73,0.2448,11.86,7.83,1.69,6.239,170082,10720,179042,100,91.6,23,0,100,81.04,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 400,004, density 5228.54, NA% short trips, and NA% medium trips."
Meghalaya,East Khasi Hills,Shillong,25.57,91.88,143229,64.36,2225.44,Short Trips (IPT/Bus Focus),30.523,0.4743,12.32,6.36,2.03,6.628,55115,5815,63995,78.7,89.8,22.4,21.3,100,78.58,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 143,229, density 2225.44, NA% short trips, and NA% medium trips."
Assam,Nagaon,Nagaon,26.35,92.67,121628,362,335.99,Short Trips (IPT/Bus Focus),136.493,0.3771,9.65,6.93,1.92,6.125,47848,2384,62760,84.4,90.4,20.2,15.6,100,79.02,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 121,628, density 335.99, NA% short trips, and NA% medium trips."
Assam,Tinsukia,Tinsukia,27.5,95.37,116322,853,136.37,Short Trips (IPT/Bus Focus),456.725,0.5354,9.46,7,1.89,6.246,34478,2536,57649,48.1,90.6,16.9,51.9,100,75.09,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 116,322, density 136.37, NA% short trips, and NA% medium trips."
Assam,Dibrugarh,Dibrugarh,27.47,94.91,144063,12.65,11388.38,Short Trips (IPT/Bus Focus),12.893,1.0192,8.93,6.48,2.01,6.557,55522,4178,87360,100,90,19.8,0,100,80.48,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 144,063, density 11388.38, NA% short trips, and NA% medium trips."
Assam,Cachar,Silchar,24.83,92.78,178865,871,205.36,Short Trips (IPT/Bus Focus),441.077,0.5064,7.74,6.81,1.86,7.068,69006,3577,87930,54.5,90.7,18.7,45.5,100,75.92,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 178,865, density 205.36, NA% short trips, and NA% medium trips."
Assam,Kamrup Metropolitan,Guwahati,26.15,91.73,963429,100,9634.29,Short Trips (IPT/Bus Focus),70.087,0.7009,29.22,7.22,1.81,6.404,611199,19654,372847,100,91,41.3,0,100,82.78,Bus System + IPT (dedicated lanes on major corridors),"Based on population 963,429, density 9634.29, NA% short trips, and NA% medium trips."
West Bengal,Darjiling,Darjiling,27.05,88.27,118805,10.57,11239.83,Short Trips (IPT/Bus Focus),11.403,1.0788,11.88,5.47,2.34,6.762,46263,2495,55292,56.6,88.3,21.6,43.4,100,76.06,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 118,805, density 11239.83, NA% short trips, and NA% medium trips."
West Bengal,Darjiling,Siliguri,26.73,88.41,509709,260,1960.42,Long Trips (Metro/BRT Focus),89.787,0.3453,27.01,7.52,1.88,5.114,340384,15087,207757,59.4,90.6,41.3,40.6,100,78.66,Bus System + IPT (dedicated lanes on major corridors),"Based on population 509,709, density 1960.42, NA% short trips, and NA% medium trips."
West Bengal,Jalpaiguri,Dabgram,0,0,119040,0,0,Short Trips (IPT/Bus Focus),4.142,0,10.06,6.69,1.96,6.386,46140,6238,60591,44.7,90.2,21.4,55.3,100,55.14,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 119,040, density 0.0, NA% short trips, and NA% medium trips."
West Bengal,Jalpaiguri,Jalpaiguri,26.54,88.72,107341,502,213.83,Short Trips (IPT/Bus Focus),205.674,0.4097,12.27,5.42,2.32,7.407,42314,2147,53198,41,88.4,22,59,100,74.56,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 107,341, density 213.83, NA% short trips, and NA% medium trips."
West Bengal,Uttar Dinajpur,Raiganj,25.62,88.13,183612,488,376.25,Short Trips (IPT/Bus Focus),351.591,0.7205,10.34,6.48,2.02,6.417,76456,6537,89089,72.8,89.9,22,27.2,100,77.96,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 183,612, density 376.25, NA% short trips, and NA% medium trips."
West Bengal,Dakshin Dinajpur,Balurghat,25.24,88.78,153279,355,431.77,Short Trips (IPT/Bus Focus),149.634,0.4215,12.64,7.09,1.85,6.26,64929,3066,80012,92.8,90.8,23.2,7.2,100,80.22,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 153,279, density 431.77, NA% short trips, and NA% medium trips."
West Bengal,Murshidabad,Berhampore,24.1,88.27,195223,278,702.24,Short Trips (IPT/Bus Focus),112.252,0.4038,10.44,6.52,1.95,7.104,71256,3826,105616,92.9,90.2,19.8,7.1,100,79.8,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 195,223, density 702.24, NA% short trips, and NA% medium trips."
West Bengal,Barddhaman,Kulti,23.73,86.85,313809,0,0,Short Trips (IPT/Bus Focus),5.815,0,9.9,5.82,2.25,6.432,129666,6151,168327,100,88.8,21,0,100,60.42,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 313,809, density 0.0, NA% short trips, and NA% medium trips."
West Bengal,Barddhaman,Asansol,23.67,86.95,563917,326.48,1727.26,Short Trips (IPT/Bus Focus),217.116,0.665,25.91,7.13,1.94,5.482,432637,11504,137596,99.8,90.3,43.5,0.2,100,82.87,Bus System + IPT (dedicated lanes on major corridors),"Based on population 563,917, density 1727.26, NA% short trips, and NA% medium trips."
West Bengal,Barddhaman,Jamuria,23.7,87.08,149220,134,1113.58,Short Trips (IPT/Bus Focus),74.751,0.5578,11.31,4.99,2.53,7.302,60464,2775,73834,72.6,87.4,21.7,27.4,100,77.54,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 149,220, density 1113.58, NA% short trips, and NA% medium trips."
West Bengal,Barddhaman,Raniganj,23.63,87.09,129441,81,1598.04,Short Trips (IPT/Bus Focus),45.943,0.5672,10,6.24,2.1,6.28,48540,2796,66274,53,89.5,19.9,47,100,75.72,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 129,441, density 1598.04, NA% short trips, and NA% medium trips."
West Bengal,Barddhaman,Durgapur,23.53,87.32,566517,154.2,3673.91,Short Trips (IPT/Bus Focus),86.348,0.56,17.9,7.13,1.96,5.247,364497,66056,196355,60.9,90.2,37.3,39.1,100,78.35,Bus System + IPT (dedicated lanes on major corridors),"Based on population 566,517, density 3673.91, NA% short trips, and NA% medium trips."
West Bengal,Barddhaman,Barddhaman,23.23,87.87,314265,0,0,Short Trips (IPT/Bus Focus),4.252,0,10.96,6.07,2.21,5.929,115587,6411,152984,100,89,20.2,0,100,60.37,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 314,265, density 0.0, NA% short trips, and NA% medium trips."
West Bengal,Nadia,Nabadwip,23.41,88.37,125543,93,1349.92,Short Trips (IPT/Bus Focus),27.979,0.3008,11.84,6.6,2.03,5.948,51975,2285,61667,52.9,89.8,22.3,47.1,100,75.99,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 125,543, density 1349.92, NA% short trips, and NA% medium trips."
West Bengal,Nadia,Krishnanagar,23.4,88.5,153062,26,5887,Short Trips (IPT/Bus Focus),17.047,0.6557,10.57,6.84,1.83,7.488,70133,3031,70837,89.5,90.8,23,10.5,100,79.87,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 153,062, density 5887.0, NA% short trips, and NA% medium trips."
West Bengal,Nadia,Santipur,23.26,88.44,151777,177,857.5,Short Trips (IPT/Bus Focus),55.999,0.3164,9.56,5.04,2.52,7.155,63928,3248,77224,65,87.4,21.1,35,100,76.72,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 151,777, density 857.5, NA% short trips, and NA% medium trips."
West Bengal,Nadia,Kalyani,22.98,88.43,100575,0,0,Short Trips (IPT/Bus Focus),4.06,0,8.46,5.46,2.42,6.216,43871,2072,54512,43.9,87.9,20.9,56.1,100,54.67,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 100,575, density 0.0, NA% short trips, and NA% medium trips."
West Bengal,North Twenty Four Parganas,Bongaon,23.07,88.82,108864,344,316.47,Short Trips (IPT/Bus Focus),134.272,0.3903,10.51,6.16,2.14,6.217,46833,2134,56326,40.1,89.3,22,59.9,100,74.6,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 108,864, density 316.47, NA% short trips, and NA% medium trips."
West Bengal,North Twenty Four Parganas,Halisahar,22.93,88.42,124939,8.29,15071.05,Short Trips (IPT/Bus Focus),9.194,1.109,9.46,7.33,1.8,6.216,54873,3998,58047,49.1,91,22,50.9,100,75.76,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 124,939, density 15071.05, NA% short trips, and NA% medium trips."
West Bengal,North Twenty Four Parganas,Kanchrapara,22.95,88.42,129576,9.06,14301.99,Short Trips (IPT/Bus Focus),8.373,0.9242,8.81,6.94,2.07,4.924,44885,6297,63259,40.2,89.6,19,59.8,100,74.36,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 129,576, density 14301.99, NA% short trips, and NA% medium trips."
West Bengal,North Twenty Four Parganas,Naihati,22.88,88.42,217900,11.55,18865.8,Short Trips (IPT/Bus Focus),10.234,0.8861,9.38,6.38,2.07,6.177,88380,3879,101324,78,89.6,20.4,22,100,78.28,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 217,900, density 18865.8, NA% short trips, and NA% medium trips."
West Bengal,North Twenty Four Parganas,Bhatpara,22.87,88.42,386019,34.69,11127.67,Short Trips (IPT/Bus Focus),17.986,0.5185,11.28,7.01,1.91,5.897,147768,16444,168073,100,90.4,21.7,0,100,80.73,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 386,019, density 11127.67, NA% short trips, and NA% medium trips."
West Bengal,North Twenty Four Parganas,Habra,22.85,88.66,147221,21.8,6753.26,Short Trips (IPT/Bus Focus),11.751,0.539,11.82,6.69,1.99,5.967,57563,2738,65749,69.1,90,21.5,30.9,100,77.56,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 147,221, density 6753.26, NA% short trips, and NA% medium trips."
West Bengal,North Twenty Four Parganas,Ashokenagar Kalyangarh,22.83,88.63,121592,20,6079.6,Short Trips (IPT/Bus Focus),12.901,0.645,8.35,5.45,2.42,6.122,47153,2408,63009,46.4,87.9,19.2,53.6,100,74.74,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 121,592, density 6079.6, NA% short trips, and NA% medium trips."
West Bengal,North Twenty Four Parganas,North Barrackpore,22.76,88.37,132806,11,12073.27,Short Trips (IPT/Bus Focus),7.061,0.6419,8.28,7.04,1.83,6.704,45818,2656,62180,46.6,90.8,17.7,53.4,100,75.05,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 132,806, density 12073.27, NA% short trips, and NA% medium trips."
West Bengal,North Twenty Four Parganas,Barrackpore,22.77,88.39,152783,10.61,14399.91,Short Trips (IPT/Bus Focus),7.386,0.6961,11.47,6.21,2.14,6.095,60930,2781,73825,79.5,89.3,21.5,20.5,100,78.5,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 152,783, density 14399.91, NA% short trips, and NA% medium trips."
West Bengal,North Twenty Four Parganas,Titagarh,22.73,88.37,116541,3.24,35969.44,Short Trips (IPT/Bus Focus),4.515,1.3935,10.36,6.3,2.02,6.999,38039,1818,45078,41.5,89.9,18.3,58.5,100,74.46,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 116,541, density 35969.44, NA% short trips, and NA% medium trips."
West Bengal,North Twenty Four Parganas,Khardah,22.72,88.38,108496,0,0,Short Trips (IPT/Bus Focus),4.327,0,12.33,6.94,1.86,6.639,41749,2148,50646,50.1,90.7,21.7,49.9,100,55.78,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 108,496, density 0.0, NA% short trips, and NA% medium trips."
West Bengal,North Twenty Four Parganas,Panihati,22.68,88.37,377347,19.38,19470.95,Short Trips (IPT/Bus Focus),14.77,0.7621,12.1,6.12,2.09,6.796,133279,6717,188523,100,89.6,20.4,0,100,80.48,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 377,347, density 19470.95, NA% short trips, and NA% medium trips."
West Bengal,North Twenty Four Parganas,Barasat,22.72,88.48,278435,34.06,8174.84,Short Trips (IPT/Bus Focus),17.081,0.5015,10.46,5.88,2.21,6.437,117333,5791,160991,100,89,21.7,0,100,80.52,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 278,435, density 8174.84, NA% short trips, and NA% medium trips."
West Bengal,North Twenty Four Parganas,Madhyamgram,22.7,88.45,196127,0,0,Short Trips (IPT/Bus Focus),5.24,0,10.1,6.22,2.22,5.4,72920,4197,94612,85.8,88.9,19.8,14.2,100,58.9,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 196,127, density 0.0, NA% short trips, and NA% medium trips."
West Bengal,North Twenty Four Parganas,North DumDum,22.65,88.41,249142,26,9582.38,Short Trips (IPT/Bus Focus),21.562,0.8293,11.13,6.63,1.86,7.926,114954,4634,117745,90.8,90.7,23.4,9.2,100,80.03,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 249,142, density 9582.38, NA% short trips, and NA% medium trips."
West Bengal,North Twenty Four Parganas,Kamarhati,22.67,88.37,330211,10.96,30128.74,Short Trips (IPT/Bus Focus),9.007,0.8218,10.88,6.62,1.99,6.098,107847,7727,128320,100,90,18.9,0,100,80.39,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 330,211, density 30128.74, NA% short trips, and NA% medium trips."
West Bengal,North Twenty Four Parganas,Baranagar,22.63,88.37,245213,7.12,34440.03,Short Trips (IPT/Bus Focus),6.362,0.8935,8.7,6.56,1.89,7.688,76457,4021,96712,100,90.6,16.7,0,100,80.26,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 245,213, density 34440.03, NA% short trips, and NA% medium trips."
West Bengal,North Twenty Four Parganas,Dum Dum,22.62,88.42,114786,9.73,11797.12,Short Trips (IPT/Bus Focus),8.525,0.8762,12.74,6.74,1.9,6.784,45639,2181,58954,54.8,90.5,22.4,45.2,100,76.3,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 114,786, density 11797.12, NA% short trips, and NA% medium trips."
West Bengal,North Twenty Four Parganas,South DumDum,22.61,88.4,403316,0,0,Short Trips (IPT/Bus Focus),4.306,0,12.08,6.69,2,5.926,162778,8308,208514,100,90,22.2,0,100,60.72,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 403,316, density 0.0, NA% short trips, and NA% medium trips."
West Bengal,North Twenty Four Parganas,Rajarhat Gopalpur,22.62,88.51,402844,0,0,Short Trips (IPT/Bus Focus),5.404,0,10.83,6.71,1.94,6.45,160574,7735,195460,100,90.3,21.1,0,100,60.66,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 402,844, density 0.0, NA% short trips, and NA% medium trips."
West Bengal,North Twenty Four Parganas,Bidhannagar,22.58,88.42,215514,0,0,Short Trips (IPT/Bus Focus),6.461,0,9.78,6.05,2.08,7.236,74395,4224,125386,82.7,89.6,18.7,17.3,100,58.58,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 215,514, density 0.0, NA% short trips, and NA% medium trips."
West Bengal,North Twenty Four Parganas,Basirhat,22.66,88.87,125254,0,0,Short Trips (IPT/Bus Focus),4.787,0,11.32,5.8,2.19,6.946,54210,3532,54235,90.4,89,22.9,9.6,100,59.68,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 125,254, density 0.0, NA% short trips, and NA% medium trips."
West Bengal,Hugli,Bansberia,22.97,88.4,103920,9.07,11457.55,Short Trips (IPT/Bus Focus),7.55,0.8324,8.31,6.34,2.08,6.102,34314,5986,54122,57.2,89.6,18.5,42.8,100,76.01,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 103,920, density 11457.55, NA% short trips, and NA% medium trips."
West Bengal,Hugli,Hugli-Chinsurah,22.9,88.39,179931,0,0,Short Trips (IPT/Bus Focus),3.726,0,7.46,6.18,2.06,6.96,70137,6334,94104,77.9,89.7,19.1,22.1,100,58.16,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 179,931, density 0.0, NA% short trips, and NA% medium trips."
West Bengal,Hugli,Chandannagar,22.86,88.36,166867,19,8782.47,Short Trips (IPT/Bus Focus),11.358,0.5978,11.14,6.29,2.08,6.384,62575,4639,86871,100,89.6,20.9,0,100,80.53,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 166,867, density 8782.47, NA% short trips, and NA% medium trips."
West Bengal,Hugli,Bhadreswar,22.82,88.35,101477,8,12684.62,Short Trips (IPT/Bus Focus),9.185,1.1481,9.74,6.94,1.87,6.464,36917,2943,46923,51.5,90.6,19.6,48.5,100,75.7,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 101,477, density 12684.62, NA% short trips, and NA% medium trips."
West Bengal,Hugli,Champdani,22.8,88.33,111251,6.59,16881.79,Short Trips (IPT/Bus Focus),7.723,1.1719,10.13,5.45,2.35,6.943,45101,2047,49774,48.3,88.2,20.9,51.7,100,75.15,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 111,251, density 16881.79, NA% short trips, and NA% medium trips."
West Bengal,Hugli,Baidyabati,22.8,88.32,121110,12.03,10067.33,Short Trips (IPT/Bus Focus),13.351,1.1098,12.28,6.22,2.22,5.488,55081,2374,59465,87,88.9,24,13,100,79.44,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 121,110, density 10067.33, NA% short trips, and NA% medium trips."
West Bengal,Hugli,Serampore,22.75,88.33,181842,11.6,15676.03,Short Trips (IPT/Bus Focus),8.24,0.7103,11.07,7.13,1.85,6.133,59390,3528,92194,50.9,90.8,18.9,49.1,100,75.6,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 181,842, density 15676.03, NA% short trips, and NA% medium trips."
West Bengal,Hugli,Rishra,22.72,88.35,124577,0,0,Short Trips (IPT/Bus Focus),4.349,0,9.59,6.63,1.86,8.124,53394,2317,59697,49.3,90.7,21.3,50.7,100,55.67,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 124,577, density 0.0, NA% short trips, and NA% medium trips."
West Bengal,Hugli,Uttarpara Kotrung,22.68,88.34,159147,11.75,13544.43,Short Trips (IPT/Bus Focus),8.952,0.7619,11.67,6.62,1.98,6.407,72539,2928,79223,100,90.1,23.6,0,100,80.88,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 159,147, density 13544.43, NA% short trips, and NA% medium trips."
West Bengal,Bankura,Bankura,23.23,87.09,137386,19.06,7208.08,Short Trips (IPT/Bus Focus),11.957,0.6273,10.04,6.54,1.96,6.952,52289,2803,60065,82.6,90.2,20.1,17.4,100,78.8,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 137,386, density 7208.08, NA% short trips, and NA% medium trips."
West Bengal,Puruliya,Puruliya,23.33,86.37,121067,140.18,863.65,Short Trips (IPT/Bus Focus),35.045,0.25,12.96,7.69,1.73,6.033,42131,2373,63536,100,91.4,20.9,0,100,80.8,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 121,067, density 863.65, NA% short trips, and NA% medium trips."
West Bengal,Haora,Bally,22.66,88.34,113377,0,0,Short Trips (IPT/Bus Focus),5.515,0,10.34,6.71,1.89,7.017,45260,2245,57233,67.9,90.6,20.9,32.1,100,57.47,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 113,377, density 0.0, NA% short trips, and NA% medium trips."
West Bengal,Haora,Bally,22.66,88.34,293373,0,0,Short Trips (IPT/Bus Focus),5.226,0,9.7,7.09,1.83,6.591,113653,5633,128791,100,90.8,20,0,100,60.62,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 293,373, density 0.0, NA% short trips, and NA% medium trips."
West Bengal,Haora,Haora,22.58,88.25,1077075,63.55,16948.47,Short Trips (IPT/Bus Focus),102.349,1.6105,24.9,7.08,2.09,4.651,855844,139158,257206,57.2,89.6,47.4,42.8,100,78.9,Bus + BRT/Trolley + IPT (plan Metro/LRT corridors),"Based on population 1,077,075, density 16948.47, NA% short trips, and NA% medium trips."
West Bengal,Haora,Uluberia,22.47,88.12,235345,0,0,Short Trips (IPT/Bus Focus),3.208,0,8.72,7.98,1.67,6.024,89808,4707,104446,96.2,91.6,19.2,3.8,100,60.28,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 235,345, density 0.0, NA% short trips, and NA% medium trips."
West Bengal,Kolkata,Kolkata,22.57,88.36,4496694,205,21935.09,Long Trips (Metro/BRT Focus),193.581,0.9443,39.17,8.45,1.79,4.41,3019080,1580138,643027,100,91,60.2,0,100,84.67,Metro/LRT + BRT + Bus + IPT,"Based on population 4,496,694, density 21935.09, NA% short trips, and NA% medium trips."
West Bengal,South Twenty Four Parganas,Maheshtala,22.51,88.25,448317,44.18,10147.51,Short Trips (IPT/Bus Focus),16.219,0.3671,9.68,6.74,1.91,6.72,177803,8518,219317,100,90.4,20.3,0,100,80.59,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 448,317, density 10147.51, NA% short trips, and NA% medium trips."
